"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000341, 1, 0.000341, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
56.618726, 0.336355, 56.639236, 1, 0.020511, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
208.944772, 0.018805, 209.452999, 2, 0.508227, clustering_choice=''GaussianMixture'', dim_reduction_choice=''TSNE'', covariance_type___GaussianMixture=''diag'', early_exaggeration___TSNE='10.259528498769093', init_params___GaussianMixture=''random'', n_components___GaussianMixture='72', n_components___TSNE='2', perplexity___TSNE='159.25949786473558', warm_start___GaussianMixture='True'
209.773686, 0.015682, 211.380982, 3, 1.607296, clustering_choice=''DBSCAN'', dim_reduction_choice=''IncrementalPCA'', batch_size___IncrementalPCA='22', eps___DBSCAN='4.87237949334927', min_samples___DBSCAN='54', n_components___IncrementalPCA='2', whiten___IncrementalPCA='False'
958.123127, 0.010575, 966.301837, 4, 8.178710, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='10.543683898003431', eps___DBSCAN='3.4527226553140262', min_samples___DBSCAN='48', n_components___TSNE='2', perplexity___TSNE='283.6630417816322'
5464.916351, 0.010158, 5652.206029, 5, 187.289678, clustering_choice=''Birch'', dim_reduction_choice=''TSNE'', branching_factor___Birch='906', early_exaggeration___TSNE='8.56922288474435', n_clusters___Birch='31', n_components___TSNE='2', perplexity___TSNE='292.56507375600023'
