"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000298, 1, 0.000298, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
84.883911, 0.240669, 84.904743, 1, 0.020833, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
298.198738, 0.103651, 299.702524, 2, 1.503786, clustering_choice=''Birch'', dim_reduction_choice=''PCA'', branching_factor___Birch='429', n_clusters___Birch='23', n_components___PCA='3', svd_solver___PCA=''randomized'', whiten___PCA='False'
352.446841, 0.084745, 357.429528, 3, 4.982687, clustering_choice=''AffinityPropagation'', dim_reduction_choice=''IncrementalPCA'', affinity___AffinityPropagation=''euclidean'', batch_size___IncrementalPCA='378', damping___AffinityPropagation='0.925244676723715', n_components___IncrementalPCA='3', whiten___IncrementalPCA='True'
1502.209877, 0.079818, 1546.891605, 4, 44.681728, clustering_choice=''AffinityPropagation'', dim_reduction_choice=''IncrementalPCA'', affinity___AffinityPropagation=''euclidean'', batch_size___IncrementalPCA='108', damping___AffinityPropagation='0.7128961255740034', n_components___IncrementalPCA='3', whiten___IncrementalPCA='False'
2018.603291, 0.056816, 2071.966354, 5, 53.363063, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='9.39717748842667', eps___DBSCAN='4.6724968246226535', min_samples___DBSCAN='14', n_components___TSNE='2', perplexity___TSNE='247.96059439311728'
6722.722781, 0.037311, 6898.558717, 6, 175.835936, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='15.160854379453305', eps___DBSCAN='1.9512764331152668', min_samples___DBSCAN='97', n_components___TSNE='2', perplexity___TSNE='168.8814726769175'
8700.928769, 0.036247, 8973.930442, 7, 273.001674, clustering_choice=''MiniBatchKMeans'', dim_reduction_choice=''TSNE'', batch_size___MiniBatchKMeans='91', early_exaggeration___TSNE='12.056489036852433', n_clusters___MiniBatchKMeans='9', n_components___TSNE='2', perplexity___TSNE='169.01427750492937'
