"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000288, 1, 0.000288, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
33.692371, 0.290592, 33.709634, 1, 0.017263, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
230.420616, 0.289555, 271.312522, 2, 40.891906, clustering_choice=''Birch'', dim_reduction_choice=''TSNE'', branching_factor___Birch='286', early_exaggeration___TSNE='10.477046290625116', n_clusters___Birch='28', n_components___TSNE='2', perplexity___TSNE='30.321298512251357'
261.795503, 0.286563, 306.052668, 3, 44.257166, clustering_choice=''Birch'', dim_reduction_choice=''TSNE'', branching_factor___Birch='58', early_exaggeration___TSNE='12.329363805430338', n_clusters___Birch='8', n_components___TSNE='2', perplexity___TSNE='21.99972122977818'
754.032821, 0.273831, 847.590887, 4, 93.558066, clustering_choice=''Birch'', dim_reduction_choice=''TSNE'', branching_factor___Birch='22', early_exaggeration___TSNE='12.357734278901493', n_clusters___Birch='3', n_components___TSNE='2', perplexity___TSNE='42.69911576881262'
997.784248, 0.251439, 1111.973519, 5, 114.189272, clustering_choice=''MeanShift'', dim_reduction_choice=''NullModel'', bandwidth___MeanShift='0.7272405866741413', bin_seeding___MeanShift='True', random_state___NullModel='0'
2039.561265, 0.233419, 2275.593004, 6, 236.031739, clustering_choice=''Birch'', dim_reduction_choice=''TSNE'', branching_factor___Birch='148', early_exaggeration___TSNE='12.448207623693486', n_clusters___Birch='2', n_components___TSNE='2', perplexity___TSNE='19.875875945256848'
2605.542209, 0.220635, 2921.945544, 7, 316.403335, clustering_choice=''Birch'', dim_reduction_choice=''KernelPCA'', branching_factor___Birch='69', kernel___KernelPCA=''rbf'', n_clusters___Birch='5', n_components___KernelPCA='2'
