"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000320, 1, 0.000320, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
43.847610, 0.330227, 43.865977, 1, 0.018366, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
287.037924, 0.328073, 303.056999, 2, 16.019075, clustering_choice=''AffinityPropagation'', dim_reduction_choice=''TSNE'', affinity___AffinityPropagation=''euclidean'', damping___AffinityPropagation='0.6517167574707746', early_exaggeration___TSNE='9.406396305200673', n_components___TSNE='2', perplexity___TSNE='133.57482660006357'
290.494415, 0.065440, 310.614991, 3, 20.120576, clustering_choice=''OPTICS'', dim_reduction_choice=''IncrementalPCA'', batch_size___IncrementalPCA='658', cluster_method___OPTICS=''xi'', metric___OPTICS=''euclidean'', min_samples___OPTICS='156', n_components___IncrementalPCA='2', whiten___IncrementalPCA='False'
758.458549, 0.018153, 810.246037, 4, 51.787489, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='9.39717748842667', eps___DBSCAN='4.6724968246226535', min_samples___DBSCAN='14', n_components___TSNE='2', perplexity___TSNE='247.96059439311728'
1288.107017, 0.016923, 1359.158606, 5, 71.051589, clustering_choice=''MeanShift'', dim_reduction_choice=''TSNE'', bandwidth___MeanShift='9.131354107552934', bin_seeding___MeanShift='True', early_exaggeration___TSNE='7.725923519325539', n_components___TSNE='2', perplexity___TSNE='211.8298753956082'
