"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000335, 1, 0.000335, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
66.102135, 0.336788, 66.122155, 1, 0.020020, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
177.245352, 0.071647, 177.740334, 2, 0.494982, clustering_choice=''GaussianMixture'', dim_reduction_choice=''TSNE'', covariance_type___GaussianMixture=''diag'', early_exaggeration___TSNE='10.259528498769093', init_params___GaussianMixture=''random'', n_components___GaussianMixture='72', n_components___TSNE='2', perplexity___TSNE='159.25949786473558', warm_start___GaussianMixture='True'
183.477960, 0.035207, 185.028452, 3, 1.550492, clustering_choice=''DBSCAN'', dim_reduction_choice=''IncrementalPCA'', batch_size___IncrementalPCA='22', eps___DBSCAN='4.87237949334927', min_samples___DBSCAN='54', n_components___IncrementalPCA='2', whiten___IncrementalPCA='False'
624.575089, 0.016822, 632.463251, 4, 7.888162, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='19.272912167280538', eps___DBSCAN='2.8339826397279815', min_samples___DBSCAN='100', n_components___TSNE='2', perplexity___TSNE='215.30458533173876'
721.530972, 0.016784, 729.447890, 5, 7.916917, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='14.626204109695053', eps___DBSCAN='2.813777379830098', min_samples___DBSCAN='75', n_components___TSNE='2', perplexity___TSNE='213.8704161688825'
1201.266348, 0.015722, 1229.833655, 6, 28.567307, clustering_choice=''MeanShift'', dim_reduction_choice=''TSNE'', bandwidth___MeanShift='13.917134848201066', bin_seeding___MeanShift='True', early_exaggeration___TSNE='9.612467774733581', n_components___TSNE='2', perplexity___TSNE='212.7341457301031'
