"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000290, 1, 0.000290, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
38.681529, 0.319259, 38.699014, 1, 0.017484, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
170.477973, 0.318147, 198.451476, 2, 27.973502, clustering_choice=''KMeans'', dim_reduction_choice=''FastICA'', algorithm___FastICA=''parallel'', fun___FastICA=''exp'', n_clusters___KMeans='6', n_components___FastICA='2', whiten___FastICA='True'
172.401313, 0.297102, 205.522110, 3, 33.120797, clustering_choice=''MiniBatchKMeans'', dim_reduction_choice=''IncrementalPCA'', batch_size___IncrementalPCA='440', batch_size___MiniBatchKMeans='140', n_clusters___MiniBatchKMeans='4', n_components___IncrementalPCA='2', whiten___IncrementalPCA='True'
401.404392, 0.179636, 517.728374, 4, 116.323982, clustering_choice=''MeanShift'', dim_reduction_choice=''TSNE'', bandwidth___MeanShift='4.349431808593865', bin_seeding___MeanShift='True', early_exaggeration___TSNE='18.006477410175705', n_components___TSNE='2', perplexity___TSNE='109.27202692292077'
