Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
OKC,70,2015-03-22,Home,MIA,W,93,75,40,90,0.444,6,18,0.333,7,13,0.538,21,51,25,11,7,17,17,32,81,0.395,3,18,0.167,8,15,0.533,13,41,13,7,6,18,15
OKC,71,2015-03-24,Home,LAL,W,127,117,48,86,0.558,11,21,0.524,20,23,0.87,13,49,29,7,2,16,20,44,85,0.518,9,19,0.474,20,27,0.741,8,28,22,10,7,10,17
OKC,72,2015-03-25,Away,SAS,L,91,130,36,90,0.4,6,18,0.333,13,14,0.929,10,37,16,7,1,10,15,51,88,0.58,13,21,0.619,15,19,0.789,11,49,28,7,4,10,12
OKC,73,2015-03-28,Away,UTA,L,89,94,31,73,0.425,6,16,0.375,21,32,0.656,10,48,14,5,4,23,29,32,84,0.381,6,29,0.207,24,35,0.686,16,42,12,14,8,11,29
OKC,74,2015-03-29,Away,PHO,W,109,97,40,86,0.465,10,26,0.385,19,26,0.731,11,48,16,9,4,15,20,37,82,0.451,5,22,0.227,18,24,0.75,8,40,23,9,4,18,20
OKC,75,2015-04-01,Home,DAL,L,131,135,45,93,0.484,14,31,0.452,27,33,0.818,15,46,23,4,1,10,21,56,91,0.615,4,15,0.267,19,24,0.792,4,34,35,8,1,6,23
OKC,76,2015-04-03,Away,MEM,L,92,100,36,88,0.409,4,17,0.235,16,26,0.615,11,47,18,7,3,12,23,38,80,0.475,4,21,0.19,20,28,0.714,8,45,16,7,7,13,22
OKC,77,2015-04-05,Home,HOU,L,112,115,40,92,0.435,14,30,0.467,18,26,0.692,17,51,21,4,2,18,32,38,81,0.469,8,28,0.286,31,50,0.62,12,42,18,14,4,10,25
OKC,78,2015-04-07,Home,SAS,L,88,113,34,84,0.405,5,19,0.263,15,28,0.536,11,39,14,13,3,15,14,47,89,0.528,10,24,0.417,9,13,0.692,12,46,27,7,7,15,20
OKC,79,2015-04-10,Home,SAC,W,116,103,44,97,0.454,10,31,0.323,18,24,0.75,16,47,21,8,4,6,22,37,81,0.457,9,24,0.375,20,28,0.714,14,50,19,4,6,16,23
OKC,80,2015-04-12,Away,IND,L,104,116,41,95,0.432,11,28,0.393,11,28,0.393,15,43,18,5,4,8,28,42,79,0.532,10,20,0.5,22,35,0.629,9,52,25,4,3,12,26
OKC,81,2015-04-13,Home,POR,W,101,90,39,96,0.406,4,21,0.19,19,27,0.704,18,58,14,8,6,8,19,38,83,0.458,8,23,0.348,6,9,0.667,3,35,22,1,4,12,21
OKC,82,2015-04-15,Away,MIN,W,138,113,52,95,0.547,12,28,0.429,22,31,0.71,18,46,22,10,6,13,25,39,84,0.464,6,19,0.316,29,35,0.829,14,39,22,12,4,16,23
ORL,1,2014-10-28,Away,NOP,L,84,101,32,84,0.381,4,11,0.364,16,21,0.762,16,56,17,5,9,18,25,41,101,0.406,4,17,0.235,15,31,0.484,26,62,20,10,17,9,17
ORL,2,2014-10-30,Home,WAS,L,98,105,37,72,0.514,6,15,0.4,18,24,0.75,3,33,20,4,1,18,23,39,80,0.488,7,13,0.538,20,26,0.769,6,37,22,10,0,12,25
ORL,3,2014-11-01,Home,TOR,L,95,108,38,81,0.469,7,20,0.35,12,24,0.5,9,40,25,3,7,14,37,33,83,0.398,4,21,0.19,38,48,0.792,15,50,13,4,4,7,21
ORL,4,2014-11-04,Away,CHI,L,90,98,38,88,0.432,6,14,0.429,8,14,0.571,14,48,21,6,6,11,22,35,75,0.467,7,15,0.467,21,27,0.778,10,44,23,6,9,12,18
ORL,5,2014-11-05,Away,PHI,W,91,89,39,88,0.443,3,20,0.15,10,12,0.833,14,51,14,11,3,24,20,33,77,0.429,8,25,0.32,15,23,0.652,6,38,22,12,12,20,18
ORL,6,2014-11-07,Home,MIN,W,112,103,46,91,0.505,5,10,0.5,15,19,0.789,12,52,19,5,6,21,27,40,93,0.43,4,18,0.222,19,25,0.76,9,38,24,9,7,12,22
ORL,7,2014-11-09,Away,BRK,L,96,104,39,75,0.52,8,15,0.533,10,16,0.625,5,31,25,7,2,17,24,40,83,0.482,4,14,0.286,20,23,0.87,14,45,23,10,5,14,21
ORL,8,2014-11-11,Away,TOR,L,100,104,39,81,0.481,12,25,0.48,10,16,0.625,6,39,26,8,5,16,24,35,77,0.455,9,21,0.429,25,30,0.833,5,40,16,9,1,12,17
ORL,9,2014-11-12,Away,NYK,W,97,95,33,70,0.471,6,12,0.5,25,32,0.781,4,37,20,4,1,10,19,37,86,0.43,8,23,0.348,13,14,0.929,11,40,17,2,6,7,27
ORL,10,2014-11-14,Home,MIL,W,101,85,35,80,0.438,10,24,0.417,21,27,0.778,10,45,22,7,3,15,15,36,80,0.45,2,19,0.105,11,14,0.786,5,38,19,8,4,16,25
ORL,11,2014-11-15,Away,WAS,L,93,98,37,78,0.474,7,17,0.412,12,18,0.667,9,40,14,5,2,15,21,42,84,0.5,3,10,0.3,11,16,0.688,9,40,31,5,8,11,16
ORL,12,2014-11-17,Away,DET,W,107,93,41,79,0.519,13,26,0.5,12,15,0.8,6,39,33,9,2,11,21,32,80,0.4,11,24,0.458,18,24,0.75,10,41,17,5,4,14,19
ORL,13,2014-11-19,Home,LAC,L,90,114,34,86,0.395,8,24,0.333,14,18,0.778,11,48,21,5,1,13,17,45,84,0.536,12,21,0.571,12,16,0.75,2,39,24,8,9,7,19
ORL,14,2014-11-21,Away,CHO,W,105,100,39,82,0.476,4,16,0.25,23,32,0.719,6,43,12,2,5,8,15,42,91,0.462,7,20,0.35,9,15,0.6,10,45,22,4,7,7,26
ORL,15,2014-11-22,Home,MIA,L,92,99,35,78,0.449,3,16,0.188,19,27,0.704,18,44,18,10,2,14,20,37,71,0.521,12,26,0.462,13,18,0.722,7,33,17,7,5,16,20
ORL,16,2014-11-24,Away,CLE,L,74,106,29,80,0.363,5,17,0.294,11,15,0.733,13,40,14,5,3,17,17,42,81,0.519,6,16,0.375,16,22,0.727,12,44,30,14,9,12,23
ORL,17,2014-11-26,Home,GSW,L,96,111,36,87,0.414,6,20,0.3,18,24,0.75,12,46,21,8,1,14,18,44,85,0.518,12,26,0.462,11,19,0.579,8,47,30,7,6,15,19
ORL,18,2014-11-28,Away,IND,L,83,98,31,70,0.443,7,18,0.389,14,16,0.875,2,32,16,7,5,18,17,41,94,0.436,4,16,0.25,12,14,0.857,17,53,25,7,3,11,17
ORL,19,2014-11-30,Away,PHO,W,93,90,35,76,0.461,5,15,0.333,18,25,0.72,10,47,14,8,3,22,22,34,85,0.4,7,26,0.269,15,18,0.833,11,43,22,5,3,19,18
ORL,20,2014-12-02,Away,GSW,L,97,98,39,87,0.448,6,17,0.353,13,14,0.929,8,40,19,11,3,11,17,38,82,0.463,8,27,0.296,14,18,0.778,13,49,25,8,5,15,15
ORL,21,2014-12-03,Away,LAC,L,86,114,33,79,0.418,7,20,0.35,13,25,0.52,6,34,21,11,2,16,24,42,78,0.538,12,31,0.387,18,25,0.72,6,44,32,11,6,17,17
ORL,22,2014-12-05,Away,UTA,W,98,93,37,74,0.5,7,17,0.412,17,20,0.85,9,38,15,6,3,8,20,36,79,0.456,8,16,0.5,13,21,0.619,13,41,23,4,6,11,21
ORL,23,2014-12-06,Away,SAC,W,105,96,42,83,0.506,9,26,0.346,12,14,0.857,10,40,26,4,5,10,25,35,79,0.443,4,15,0.267,22,28,0.786,9,35,22,5,2,11,16
ORL,24,2014-12-10,Home,WAS,L,89,91,38,84,0.452,7,15,0.467,6,9,0.667,8,39,13,7,7,8,12,41,81,0.506,5,12,0.417,4,9,0.444,8,41,26,5,5,9,13
ORL,25,2014-12-12,Away,ATL,L,81,87,30,77,0.39,9,26,0.346,12,16,0.75,9,46,14,3,4,18,27,29,78,0.372,9,29,0.31,20,27,0.741,5,42,24,12,3,12,12
ORL,26,2014-12-13,Home,ATL,W,100,99,37,74,0.5,10,21,0.476,16,21,0.762,7,36,26,6,6,15,15,35,84,0.417,8,27,0.296,21,24,0.875,9,41,24,4,4,10,19
ORL,27,2014-12-15,Away,TOR,L,82,95,36,74,0.486,4,15,0.267,6,8,0.75,6,36,13,5,7,19,19,37,83,0.446,11,30,0.367,10,15,0.667,12,39,25,8,4,11,14
ORL,28,2014-12-17,Away,BOS,L,92,109,37,85,0.435,5,19,0.263,13,15,0.867,10,36,17,8,1,12,16,44,80,0.55,7,19,0.368,14,18,0.778,7,42,25,9,8,14,16
ORL,29,2014-12-19,Home,UTA,L,94,101,37,83,0.446,12,22,0.545,8,12,0.667,9,34,28,6,2,12,22,39,73,0.534,4,11,0.364,19,24,0.792,7,42,24,4,5,15,14
ORL,30,2014-12-21,Home,PHI,L,88,96,35,84,0.417,7,23,0.304,11,20,0.55,13,43,21,11,6,14,22,35,82,0.427,6,23,0.261,20,25,0.8,15,52,20,8,6,19,19
ORL,31,2014-12-23,Home,BOS,W,100,95,39,83,0.47,7,18,0.389,15,23,0.652,7,45,23,7,4,14,21,33,85,0.388,7,23,0.304,22,29,0.759,9,45,22,10,4,12,21
ORL,32,2014-12-26,Home,CLE,L,89,98,36,73,0.493,9,21,0.429,8,12,0.667,5,36,25,8,4,16,25,33,80,0.413,8,30,0.267,24,26,0.923,8,37,19,10,5,9,14
ORL,33,2014-12-27,Away,CHO,W,102,94,38,83,0.458,8,20,0.4,18,24,0.75,5,40,22,6,4,6,18,36,86,0.419,8,24,0.333,14,18,0.778,9,41,18,2,8,10,19
ORL,34,2014-12-29,Away,MIA,W,102,101,41,77,0.532,11,25,0.44,9,13,0.692,8,34,21,9,2,14,25,33,63,0.524,7,14,0.5,28,40,0.7,6,36,18,9,3,14,15
ORL,35,2014-12-30,Home,DET,L,86,109,38,85,0.447,4,20,0.2,6,10,0.6,7,42,19,7,3,15,21,40,86,0.465,14,33,0.424,15,29,0.517,16,54,22,9,9,11,14
ORL,36,2015-01-02,Home,BRK,L,98,100,37,88,0.42,11,22,0.5,13,20,0.65,8,37,22,13,3,11,18,41,72,0.569,7,20,0.35,11,18,0.611,4,45,26,7,5,22,16
ORL,37,2015-01-03,Home,CHO,L,90,98,33,87,0.379,4,19,0.211,20,21,0.952,12,44,18,9,3,7,24,35,78,0.449,4,16,0.25,24,32,0.75,16,53,16,4,4,14,15
ORL,38,2015-01-07,Away,DEN,L,90,93,35,88,0.398,8,22,0.364,12,16,0.75,10,42,21,11,2,14,24,33,74,0.446,7,17,0.412,20,26,0.769,6,47,22,5,4,21,17
ORL,39,2015-01-09,Away,LAL,L,84,101,30,76,0.395,6,14,0.429,18,23,0.783,4,36,19,8,7,15,27,36,90,0.4,7,21,0.333,22,31,0.71,18,60,16,8,7,12,21
ORL,40,2015-01-10,Away,POR,L,92,103,37,92,0.402,3,21,0.143,15,20,0.75,17,49,22,10,0,16,22,36,76,0.474,10,26,0.385,21,26,0.808,6,43,22,6,8,20,17
ORL,41,2015-01-12,Away,CHI,W,121,114,48,81,0.593,7,18,0.389,18,29,0.621,2,34,28,10,3,10,25,41,84,0.488,8,27,0.296,24,33,0.727,11,43,25,6,5,14,20
ORL,42,2015-01-14,Home,HOU,W,120,113,44,90,0.489,9,26,0.346,23,26,0.885,10,39,22,14,1,15,19,42,83,0.506,9,26,0.346,20,23,0.87,10,38,26,11,6,20,19
ORL,43,2015-01-16,Home,MEM,L,96,106,36,79,0.456,9,24,0.375,15,20,0.75,5,39,22,5,4,15,22,40,87,0.46,3,14,0.214,23,29,0.793,9,47,27,8,5,11,19
ORL,44,2015-01-18,Home,OKC,L,99,127,35,88,0.398,8,23,0.348,21,27,0.778,10,33,18,9,2,18,29,48,83,0.578,9,25,0.36,22,32,0.688,10,54,28,12,5,20,24
ORL,45,2015-01-21,Away,DET,L,118,128,48,97,0.495,6,15,0.4,16,16,1,13,42,29,9,5,14,21,49,94,0.521,10,24,0.417,20,24,0.833,11,45,35,10,5,15,17
ORL,46,2015-01-23,Away,NYK,L,106,113,44,87,0.506,7,27,0.259,11,19,0.579,8,39,27,10,4,14,19,43,91,0.473,10,25,0.4,17,21,0.81,12,49,29,6,4,14,18
ORL,47,2015-01-25,Home,IND,L,99,106,38,78,0.487,6,17,0.353,17,23,0.739,3,33,22,7,5,12,21,43,83,0.518,8,20,0.4,12,18,0.667,9,47,27,8,5,14,23
ORL,48,2015-01-26,Away,MEM,L,94,103,37,78,0.474,4,12,0.333,16,25,0.64,13,44,14,8,3,17,22,36,76,0.474,7,18,0.389,24,26,0.923,7,39,25,11,6,15,17
ORL,49,2015-01-29,Home,MIL,L,100,115,37,82,0.451,5,18,0.278,21,30,0.7,14,49,14,8,4,23,18,45,87,0.517,12,25,0.48,13,18,0.722,7,38,29,16,8,15,24
ORL,50,2015-01-31,Home,DAL,L,93,108,33,78,0.423,8,24,0.333,19,24,0.792,11,42,21,9,3,15,24,42,74,0.568,11,21,0.524,13,22,0.591,3,36,26,9,4,12,20
ORL,51,2015-02-02,Away,OKC,L,97,104,38,90,0.422,6,23,0.261,15,18,0.833,14,44,23,5,1,13,21,37,75,0.493,8,20,0.4,22,26,0.846,8,40,25,10,5,13,20
ORL,52,2015-02-04,Away,SAS,L,103,110,42,84,0.5,10,21,0.476,9,14,0.643,5,39,27,6,1,12,16,44,84,0.524,14,32,0.438,8,14,0.571,6,41,32,7,4,11,12
ORL,53,2015-02-06,Home,LAL,W,103,97,43,83,0.518,5,15,0.333,12,14,0.857,10,48,26,9,6,18,13,39,97,0.402,11,26,0.423,8,13,0.615,15,43,27,12,8,14,13
ORL,54,2015-02-08,Home,CHI,L,97,98,39,83,0.47,9,25,0.36,10,13,0.769,13,45,21,9,4,16,21,37,77,0.481,8,22,0.364,16,18,0.889,7,35,27,11,1,15,11
ORL,55,2015-02-09,Away,WAS,L,80,96,33,83,0.398,4,22,0.182,10,15,0.667,8,33,18,13,6,11,24,33,77,0.429,7,25,0.28,23,27,0.852,13,53,25,7,3,20,14
ORL,56,2015-02-11,Home,NYK,W,89,83,31,67,0.463,4,11,0.364,23,28,0.821,7,44,13,6,9,16,26,25,73,0.342,5,15,0.333,28,36,0.778,8,39,19,7,4,12,21
ORL,57,2015-02-20,Home,NOP,W,95,84,44,88,0.5,4,18,0.222,3,6,0.5,9,42,22,4,3,9,21,29,69,0.42,5,19,0.263,21,28,0.75,7,40,21,6,6,11,11
ORL,58,2015-02-22,Home,PHI,W,103,98,39,82,0.476,6,23,0.261,19,26,0.731,12,38,19,9,2,15,21,36,78,0.462,13,34,0.382,13,17,0.765,11,41,21,8,5,21,26
ORL,59,2015-02-25,Home,MIA,L,90,93,33,78,0.423,6,22,0.273,18,31,0.581,12,50,17,4,1,18,28,32,84,0.381,6,31,0.194,23,32,0.719,8,42,17,8,5,12,24
ORL,60,2015-02-27,Away,ATL,L,88,95,36,80,0.45,9,26,0.346,7,13,0.538,10,40,22,10,7,17,17,36,81,0.444,14,31,0.452,9,12,0.75,11,42,27,11,5,18,12
ORL,61,2015-03-01,Home,CHO,L,83,98,31,85,0.365,6,15,0.4,15,20,0.75,10,44,16,8,3,11,19,40,80,0.5,8,18,0.444,10,14,0.714,7,47,22,5,4,16,17
ORL,62,2015-03-04,Home,PHO,L,100,105,41,87,0.471,5,20,0.25,13,15,0.867,9,42,21,13,5,20,26,37,79,0.468,8,21,0.381,23,27,0.852,9,34,22,10,3,19,15
ORL,63,2015-03-06,Home,SAC,W,119,114,48,85,0.565,13,24,0.542,10,12,0.833,8,37,29,10,5,10,24,38,85,0.447,10,27,0.37,28,38,0.737,19,43,18,6,6,14,16
ORL,64,2015-03-08,Home,BOS,W,103,98,38,87,0.437,7,22,0.318,20,30,0.667,18,56,20,8,8,15,15,35,89,0.393,15,34,0.441,13,16,0.813,18,48,24,9,3,14,23
ORL,65,2015-03-10,Away,IND,L,86,118,34,92,0.37,4,17,0.235,14,20,0.7,19,45,15,9,7,10,17,45,85,0.529,17,34,0.5,11,12,0.917,11,49,37,6,5,13,15
ORL,66,2015-03-11,Away,MIL,L,91,97,34,85,0.4,10,18,0.556,13,13,1,9,33,21,14,4,14,18,39,79,0.494,8,18,0.444,11,16,0.688,11,51,30,7,7,22,17
ORL,67,2015-03-13,Away,BOS,L,88,95,34,80,0.425,6,20,0.3,14,28,0.5,10,50,20,9,4,19,21,37,86,0.43,10,26,0.385,11,20,0.55,10,47,19,7,4,16,23
ORL,68,2015-03-15,Home,CLE,L,108,123,42,88,0.477,9,19,0.474,15,27,0.556,17,44,24,10,1,13,15,45,76,0.592,18,35,0.514,15,19,0.789,3,34,26,9,6,16,21
ORL,69,2015-03-17,Away,HOU,L,94,107,38,89,0.427,6,22,0.273,12,17,0.706,12,40,19,8,6,10,21,39,78,0.5,11,27,0.407,18,27,0.667,12,47,27,7,6,14,14
ORL,70,2015-03-18,Away,DAL,L,102,107,40,87,0.46,9,28,0.321,13,14,0.929,11,41,28,12,5,18,24,39,80,0.488,13,31,0.419,16,24,0.667,8,40,28,7,6,20,16
ORL,71,2015-03-20,Home,POR,W,111,104,43,94,0.457,5,12,0.417,20,24,0.833,18,50,22,9,1,7,22,38,80,0.475,7,24,0.292,21,24,0.875,11,44,13,4,2,13,19
ORL,72,2015-03-22,Home,DEN,L,100,119,41,85,0.482,4,17,0.235,14,17,0.824,11,40,26,7,4,18,26,42,90,0.467,12,28,0.429,23,30,0.767,18,49,30,11,6,13,19
ORL,73,2015-03-25,Home,ATL,L,83,95,32,78,0.41,3,16,0.188,16,20,0.8,10,42,19,7,3,17,14,39,90,0.433,10,31,0.323,7,10,0.7,12,45,21,9,8,13,17
ORL,74,2015-03-27,Home,DET,L,97,111,43,82,0.524,3,15,0.2,8,8,1,8,40,31,3,2,16,24,42,90,0.467,7,18,0.389,20,27,0.741,12,41,22,10,6,5,12
ORL,75,2015-04-01,Home,SAS,L,91,103,39,93,0.419,5,17,0.294,8,9,0.889,14,50,24,7,7,12,15,35,86,0.407,13,29,0.448,20,23,0.87,11,49,20,8,3,10,9
ORL,76,2015-04-03,Away,MIN,W,97,84,40,92,0.435,6,21,0.286,11,17,0.647,20,53,23,12,1,19,24,29,64,0.453,1,11,0.091,25,32,0.781,3,30,15,8,6,20,17
ORL,77,2015-04-04,Away,MIL,W,97,90,40,86,0.465,8,21,0.381,9,13,0.692,12,45,23,7,10,12,13,39,89,0.438,5,16,0.313,7,13,0.538,14,45,26,8,6,13,19
ORL,78,2015-04-08,Home,CHI,W,105,103,38,82,0.463,8,23,0.348,21,24,0.875,13,44,21,8,3,15,19,34,79,0.43,12,26,0.462,23,31,0.742,12,41,25,9,4,15,16
ORL,79,2015-04-10,Home,TOR,L,99,101,41,89,0.461,7,20,0.35,10,10,1,14,46,21,11,4,16,19,39,94,0.415,9,30,0.3,14,15,0.933,17,46,22,8,1,15,15
ORL,80,2015-04-11,Home,NYK,L,79,80,30,84,0.357,6,22,0.273,13,18,0.722,11,49,15,10,4,13,18,31,82,0.378,6,20,0.3,12,13,0.923,11,46,22,3,6,15,18
ORL,81,2015-04-13,Away,MIA,L,93,100,35,85,0.412,6,21,0.286,17,28,0.607,11,41,14,10,4,8,23,39,83,0.47,3,10,0.3,19,23,0.826,11,50,21,2,9,13,19
ORL,82,2015-04-15,Away,BRK,L,88,101,38,79,0.481,7,20,0.35,5,13,0.385,10,42,18,6,4,17,21,39,80,0.488,9,24,0.375,14,23,0.609,7,40,25,8,5,12,12
PHI,1,2014-10-29,Away,IND,L,91,103,34,89,0.382,6,21,0.286,17,30,0.567,15,42,17,10,5,11,29,38,81,0.469,8,25,0.32,19,28,0.679,14,50,22,5,13,17,24
PHI,2,2014-10-31,Away,MIL,L,81,93,32,86,0.372,5,23,0.217,12,22,0.545,12,42,20,9,5,16,18,36,88,0.409,9,24,0.375,12,21,0.571,15,55,25,10,11,18,19
PHI,3,2014-11-01,Home,MIA,L,96,114,35,67,0.522,7,23,0.304,19,26,0.731,4,37,28,9,10,24,21,41,83,0.494,12,24,0.5,20,29,0.69,9,35,33,16,0,16,20
PHI,4,2014-11-03,Home,HOU,L,93,104,33,74,0.446,11,22,0.5,16,23,0.696,6,31,19,12,4,17,20,32,75,0.427,16,34,0.471,24,30,0.8,13,47,27,12,6,21,20
PHI,5,2014-11-05,Home,ORL,L,89,91,33,77,0.429,8,25,0.32,15,23,0.652,6,38,22,12,12,20,18,39,88,0.443,3,20,0.15,10,12,0.833,14,51,14,11,3,24,20
PHI,6,2014-11-07,Home,CHI,L,115,118,43,91,0.473,12,30,0.4,17,25,0.68,17,42,29,7,2,12,29,40,78,0.513,12,24,0.5,26,34,0.765,12,40,25,4,6,17,21
PHI,7,2014-11-09,Away,TOR,L,88,120,33,87,0.379,10,34,0.294,12,18,0.667,11,31,19,11,6,17,23,43,76,0.566,7,17,0.412,27,30,0.9,4,39,23,12,8,20,17
PHI,8,2014-11-13,Away,DAL,L,70,123,23,77,0.299,7,27,0.259,17,33,0.515,18,46,9,7,4,27,24,41,80,0.513,11,32,0.344,30,36,0.833,9,51,33,14,5,15,25
PHI,9,2014-11-14,Away,HOU,L,87,88,34,80,0.425,7,21,0.333,12,18,0.667,14,46,19,10,5,23,28,29,78,0.372,7,34,0.206,23,37,0.622,13,47,16,17,11,21,25
PHI,10,2014-11-17,Away,SAS,L,75,100,27,83,0.325,4,26,0.154,17,24,0.708,5,39,15,11,4,13,18,36,81,0.444,10,26,0.385,18,21,0.857,6,52,27,9,8,17,17
PHI,11,2014-11-19,Home,BOS,L,90,101,34,86,0.395,7,21,0.333,15,21,0.714,9,44,22,10,2,15,20,41,83,0.494,6,20,0.3,13,21,0.619,7,44,32,11,4,15,19
PHI,12,2014-11-21,Home,PHO,L,96,122,36,78,0.462,4,23,0.174,20,33,0.606,10,39,18,10,1,17,23,44,86,0.512,13,31,0.419,21,23,0.913,11,46,24,11,0,13,25
PHI,13,2014-11-22,Away,NYK,L,83,91,30,75,0.4,8,26,0.308,15,25,0.6,10,36,13,8,1,18,21,33,66,0.5,6,17,0.353,19,21,0.905,6,40,15,7,2,18,22
PHI,14,2014-11-24,Home,POR,L,104,114,42,84,0.5,0,8,0,20,24,0.833,7,29,28,11,6,10,20,44,89,0.494,7,27,0.259,19,23,0.826,18,52,30,6,5,15,19
PHI,15,2014-11-26,Home,BRK,L,91,99,34,85,0.4,9,24,0.375,14,17,0.824,13,42,23,11,5,20,24,35,71,0.493,8,24,0.333,21,28,0.75,4,40,25,10,7,24,19
PHI,16,2014-11-29,Home,DAL,L,103,110,36,85,0.424,6,21,0.286,25,31,0.806,22,55,26,10,4,24,26,40,89,0.449,8,30,0.267,22,30,0.733,13,40,28,13,5,12,22
PHI,17,2014-12-01,Home,SAS,L,103,109,38,89,0.427,12,29,0.414,15,25,0.6,8,42,22,9,3,10,29,36,83,0.434,9,26,0.346,28,35,0.8,11,52,25,6,3,14,20
PHI,18,2014-12-03,Away,MIN,W,85,77,32,82,0.39,5,24,0.208,16,25,0.64,13,49,15,12,7,18,17,30,84,0.357,3,17,0.176,14,17,0.824,11,50,17,8,5,18,21
PHI,19,2014-12-05,Home,OKC,L,91,103,32,84,0.381,8,28,0.286,19,30,0.633,19,44,25,13,2,17,24,35,71,0.493,9,23,0.391,24,31,0.774,6,40,27,7,8,16,24
PHI,20,2014-12-06,Away,DET,W,108,101,40,87,0.46,7,23,0.304,21,30,0.7,12,53,27,12,8,18,27,34,87,0.391,6,23,0.261,27,35,0.771,12,47,22,11,6,19,24
PHI,21,2014-12-10,Away,ATL,L,79,95,30,72,0.417,6,25,0.24,13,22,0.591,7,39,21,10,10,18,18,38,91,0.418,10,30,0.333,9,13,0.692,16,52,26,15,1,14,16
PHI,22,2014-12-12,Away,BRK,L,70,88,22,69,0.319,11,28,0.393,15,20,0.75,10,37,18,10,4,23,20,36,81,0.444,5,20,0.25,11,17,0.647,13,47,25,16,5,17,15
PHI,23,2014-12-13,Home,MEM,L,115,120,40,82,0.488,11,28,0.393,24,34,0.706,10,45,22,11,4,16,24,45,93,0.484,11,26,0.423,19,27,0.704,9,42,33,9,4,14,24
PHI,24,2014-12-15,Home,BOS,L,87,105,33,93,0.355,4,28,0.143,17,21,0.81,16,48,19,11,9,22,28,38,86,0.442,6,25,0.24,23,35,0.657,16,52,26,15,5,22,23
PHI,25,2014-12-19,Home,CHO,L,91,109,32,71,0.451,12,26,0.462,15,17,0.882,2,35,23,6,12,24,17,43,98,0.439,10,24,0.417,13,17,0.765,17,45,25,10,3,14,17
PHI,26,2014-12-21,Away,ORL,W,96,88,35,82,0.427,6,23,0.261,20,25,0.8,15,52,20,8,6,19,19,35,84,0.417,7,23,0.304,11,20,0.55,13,43,21,11,6,14,22
PHI,27,2014-12-23,Away,MIA,W,91,87,33,77,0.429,5,19,0.263,20,27,0.741,14,42,11,13,11,16,20,33,80,0.413,8,26,0.308,13,18,0.722,14,39,13,10,6,20,19
PHI,28,2014-12-26,Away,POR,L,93,114,36,81,0.444,3,14,0.214,18,33,0.545,9,42,16,13,7,18,14,42,88,0.477,18,43,0.419,12,14,0.857,9,48,25,10,8,19,22
PHI,29,2014-12-27,Away,UTA,L,71,88,24,74,0.324,5,26,0.192,18,28,0.643,10,44,11,8,5,16,20,30,84,0.357,4,23,0.174,24,28,0.857,14,55,17,11,10,12,23
PHI,30,2014-12-30,Away,GSW,L,86,126,33,86,0.384,6,20,0.3,14,23,0.609,18,48,16,11,2,27,16,46,82,0.561,12,28,0.429,22,27,0.815,8,42,38,19,11,14,20
PHI,31,2015-01-02,Away,PHO,L,96,112,37,87,0.425,7,26,0.269,15,25,0.6,16,41,20,12,7,16,15,42,84,0.5,14,32,0.438,14,16,0.875,13,48,24,9,12,19,24
PHI,32,2015-01-03,Away,LAC,L,91,127,32,79,0.405,9,25,0.36,18,26,0.692,15,45,17,7,1,21,19,46,85,0.541,15,37,0.405,20,26,0.769,9,43,33,13,3,8,19
PHI,33,2015-01-05,Home,CLE,W,95,92,38,79,0.481,7,23,0.304,12,15,0.8,8,43,31,5,8,17,24,33,85,0.388,11,30,0.367,15,22,0.682,13,43,23,8,1,11,13
PHI,34,2015-01-07,Home,MIL,L,77,97,25,83,0.301,2,25,0.08,25,29,0.862,15,44,14,11,6,24,19,41,76,0.539,8,17,0.471,7,11,0.636,7,43,32,14,4,24,26
PHI,35,2015-01-09,Away,BRK,W,90,88,36,79,0.456,8,17,0.471,10,17,0.588,11,38,22,15,4,14,22,33,73,0.452,3,16,0.188,19,27,0.704,9,42,21,8,3,17,19
PHI,36,2015-01-10,Home,IND,W,93,92,32,80,0.4,11,24,0.458,18,25,0.72,12,44,21,4,12,16,31,29,87,0.333,4,18,0.222,30,42,0.714,19,54,16,9,5,13,27
PHI,37,2015-01-13,Home,ATL,L,87,105,31,76,0.408,9,25,0.36,16,25,0.64,12,35,20,8,6,18,22,42,87,0.483,12,23,0.522,9,16,0.563,15,47,34,6,3,16,17
PHI,38,2015-01-14,Away,TOR,L,84,100,31,80,0.388,3,19,0.158,19,31,0.613,11,45,13,10,8,12,22,38,82,0.463,10,29,0.345,14,22,0.636,10,49,26,7,2,17,24
PHI,39,2015-01-16,Home,NOP,W,96,81,36,80,0.45,7,22,0.318,17,27,0.63,9,39,22,12,10,8,20,29,75,0.387,4,17,0.235,19,29,0.655,15,55,17,5,6,18,19
