Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
SAS,54,2017-02-12,Away,NYK,L,90,94,33,91,0.363,6,29,0.207,18,22,0.818,21,46,17,11,1,11,16,34,68,0.5,9,14,0.643,17,21,0.81,5,44,18,5,8,19,19
SAS,55,2017-02-13,Away,IND,W,110,106,40,87,0.46,7,15,0.467,23,27,0.852,12,49,18,7,4,11,22,38,78,0.487,9,20,0.45,21,30,0.7,6,37,21,8,3,11,23
SAS,56,2017-02-15,Away,ORL,W,107,79,42,89,0.472,8,31,0.258,15,19,0.789,11,50,25,12,8,12,16,30,76,0.395,4,18,0.222,15,19,0.789,5,33,15,5,5,17,19
SAS,57,2017-02-24,Away,LAC,W,105,97,35,82,0.427,9,26,0.346,26,30,0.867,15,51,23,9,7,13,21,35,79,0.443,7,23,0.304,20,24,0.833,8,36,18,9,2,12,26
SAS,58,2017-02-26,Away,LAL,W,119,98,49,94,0.521,10,21,0.476,11,13,0.846,13,46,37,12,5,12,15,40,87,0.46,7,22,0.318,11,18,0.611,13,44,16,8,2,18,18
SAS,59,2017-03-01,Home,IND,W,100,99,35,74,0.473,9,29,0.31,21,24,0.875,6,36,20,8,7,18,21,37,81,0.457,7,23,0.304,18,25,0.72,13,41,22,13,1,17,26
SAS,60,2017-03-03,Away,NOP,W,101,98,40,95,0.421,6,27,0.222,15,25,0.6,11,53,20,6,4,11,22,35,91,0.385,8,25,0.32,20,24,0.833,8,48,20,2,2,16,22
SAS,61,2017-03-04,Home,MIN,W,97,90,38,94,0.404,6,24,0.25,15,24,0.625,17,49,16,10,8,12,17,35,89,0.393,4,16,0.25,16,22,0.727,16,55,24,6,3,14,20
SAS,62,2017-03-06,Home,HOU,W,112,110,40,88,0.455,11,28,0.393,21,23,0.913,9,44,24,6,6,9,13,41,88,0.466,14,39,0.359,14,17,0.824,7,43,19,3,3,12,20
SAS,63,2017-03-08,Home,SAC,W,114,104,42,84,0.5,14,29,0.483,16,21,0.762,6,43,33,9,5,12,15,42,86,0.488,7,19,0.368,13,16,0.813,5,42,20,7,3,13,22
SAS,64,2017-03-09,Away,OKC,L,92,102,35,84,0.417,6,19,0.316,16,20,0.8,13,41,15,8,8,15,16,41,89,0.461,6,20,0.3,14,21,0.667,15,48,23,10,3,11,22
SAS,65,2017-03-11,Home,GSW,W,107,85,40,77,0.519,12,27,0.444,15,18,0.833,7,46,27,6,7,18,18,33,92,0.359,5,17,0.294,14,23,0.609,20,49,19,10,4,15,16
SAS,66,2017-03-13,Home,ATL,W,107,99,39,81,0.481,16,34,0.471,13,17,0.765,7,44,31,6,9,21,22,37,81,0.457,6,22,0.273,19,30,0.633,6,36,27,13,3,16,20
SAS,67,2017-03-15,Home,POR,L,106,110,42,88,0.477,11,26,0.423,11,15,0.733,10,41,28,7,5,14,20,38,80,0.475,9,22,0.409,25,28,0.893,8,39,21,10,1,11,16
SAS,68,2017-03-18,Away,MEM,L,96,104,33,75,0.44,9,28,0.321,21,22,0.955,9,42,18,2,5,15,25,32,76,0.421,13,30,0.433,27,31,0.871,7,35,20,7,3,10,18
SAS,69,2017-03-19,Home,SAC,W,118,102,43,87,0.494,11,28,0.393,21,27,0.778,15,45,31,9,3,6,20,41,83,0.494,7,10,0.7,13,17,0.765,9,40,29,4,4,11,20
SAS,70,2017-03-21,Away,MIN,W,100,93,37,77,0.481,8,24,0.333,18,22,0.818,9,33,22,12,5,15,19,32,72,0.444,7,15,0.467,22,25,0.88,12,39,20,10,2,23,24
SAS,71,2017-03-23,Home,MEM,W,97,90,37,77,0.481,8,26,0.308,15,23,0.652,6,35,26,6,5,6,19,34,78,0.436,10,29,0.345,12,15,0.8,10,42,18,4,4,13,18
SAS,72,2017-03-25,Home,NYK,W,106,98,45,99,0.455,10,25,0.4,6,8,0.75,16,50,28,11,6,14,18,41,87,0.471,3,10,0.3,13,15,0.867,12,45,24,6,5,16,16
SAS,73,2017-03-27,Home,CLE,W,103,74,41,86,0.477,7,26,0.269,14,17,0.824,10,52,24,11,7,12,18,31,83,0.373,4,26,0.154,8,13,0.615,9,40,20,8,2,16,20
SAS,74,2017-03-29,Home,GSW,L,98,110,34,83,0.41,9,24,0.375,21,26,0.808,16,42,20,9,9,15,12,43,85,0.506,13,26,0.5,11,11,1,10,35,31,7,7,15,22
SAS,75,2017-03-31,Away,OKC,W,100,95,37,85,0.435,9,27,0.333,17,27,0.63,13,41,23,8,11,13,23,33,81,0.407,6,21,0.286,23,27,0.852,13,46,21,7,3,18,21
SAS,76,2017-04-02,Home,UTA,W,109,103,40,77,0.519,10,19,0.526,19,22,0.864,8,42,26,7,6,13,17,43,89,0.483,9,24,0.375,8,13,0.615,12,36,24,6,8,10,18
SAS,77,2017-04-04,Home,MEM,W,95,89,35,80,0.438,11,21,0.524,14,18,0.778,8,46,22,8,6,15,20,35,89,0.393,8,25,0.32,11,18,0.611,12,50,26,9,2,15,20
SAS,78,2017-04-05,Home,LAL,L,95,102,39,89,0.438,13,35,0.371,4,6,0.667,7,37,28,8,8,14,13,42,86,0.488,7,14,0.5,11,14,0.786,8,47,23,8,5,16,13
SAS,79,2017-04-07,Away,DAL,W,102,89,40,96,0.417,9,28,0.321,13,22,0.591,16,58,26,6,5,6,11,38,88,0.432,8,26,0.308,5,8,0.625,6,44,26,1,8,9,17
SAS,80,2017-04-08,Home,LAC,L,87,98,34,80,0.425,8,22,0.364,11,14,0.786,7,40,20,3,3,13,17,42,84,0.5,6,22,0.273,8,14,0.571,8,45,21,8,7,6,15
SAS,81,2017-04-10,Away,POR,L,98,99,38,83,0.458,8,21,0.381,14,20,0.7,13,47,17,4,9,15,15,37,89,0.416,12,27,0.444,13,15,0.867,12,42,18,6,3,9,17
SAS,82,2017-04-12,Away,UTA,L,97,101,39,86,0.453,8,21,0.381,11,13,0.846,15,42,16,12,2,15,17,39,77,0.506,10,26,0.385,13,20,0.65,7,36,24,10,5,16,16
TOR,1,2016-10-26,Home,DET,W,109,91,41,86,0.477,3,18,0.167,24,29,0.828,14,51,17,8,0,11,22,35,84,0.417,4,22,0.182,17,22,0.773,8,40,17,8,0,13,24
TOR,2,2016-10-28,Home,CLE,L,91,94,35,90,0.389,4,16,0.25,17,18,0.944,18,51,12,9,3,18,20,33,79,0.418,12,32,0.375,16,22,0.727,9,40,20,8,3,17,15
TOR,3,2016-10-31,Home,DEN,W,105,102,41,88,0.466,4,16,0.25,19,25,0.76,11,43,16,7,9,7,28,33,81,0.407,9,22,0.409,27,35,0.771,11,46,14,2,9,8,18
TOR,4,2016-11-02,Away,WAS,W,113,103,43,77,0.558,10,25,0.4,17,25,0.68,4,31,21,16,2,13,24,42,72,0.583,3,10,0.3,16,24,0.667,6,36,21,8,5,20,20
TOR,5,2016-11-04,Home,MIA,W,96,87,37,84,0.44,6,25,0.24,16,18,0.889,13,50,14,7,5,15,16,34,88,0.386,9,28,0.321,10,15,0.667,12,43,19,10,5,13,22
TOR,6,2016-11-06,Home,SAC,L,91,96,30,84,0.357,7,30,0.233,24,31,0.774,13,43,22,6,5,6,26,34,78,0.436,5,16,0.313,23,31,0.742,13,47,21,4,5,9,22
TOR,7,2016-11-09,Away,OKC,W,112,102,43,83,0.518,11,26,0.423,15,22,0.682,7,35,25,10,6,11,24,31,74,0.419,12,34,0.353,28,31,0.903,11,39,18,6,5,19,21
TOR,8,2016-11-11,Away,CHO,W,113,111,43,90,0.478,6,22,0.273,21,22,0.955,8,45,18,8,5,5,21,38,93,0.409,17,41,0.415,18,24,0.75,18,57,22,1,4,11,16
TOR,9,2016-11-12,Home,NYK,W,118,107,39,83,0.47,7,22,0.318,33,38,0.868,11,44,18,10,6,11,20,44,97,0.454,7,23,0.304,12,16,0.75,17,49,19,3,2,16,23
TOR,10,2016-11-15,Away,CLE,L,117,121,46,96,0.479,13,29,0.448,12,18,0.667,12,40,24,11,5,8,25,44,83,0.53,13,33,0.394,20,28,0.714,10,46,26,4,7,17,18
TOR,11,2016-11-16,Home,GSW,L,121,127,37,82,0.451,10,25,0.4,37,41,0.902,13,46,16,8,1,14,22,44,87,0.506,13,36,0.361,26,28,0.929,7,35,33,9,7,12,25
TOR,12,2016-11-18,Away,DEN,W,113,111,43,94,0.457,8,23,0.348,19,31,0.613,6,44,23,8,2,11,25,39,83,0.47,4,25,0.16,29,39,0.744,9,59,29,7,4,19,26
TOR,13,2016-11-20,Away,SAC,L,99,102,34,85,0.4,9,24,0.375,22,24,0.917,16,48,16,7,6,15,21,36,81,0.444,11,27,0.407,19,25,0.76,4,37,26,8,8,13,18
TOR,14,2016-11-21,Away,LAC,L,115,123,40,80,0.5,8,19,0.421,27,32,0.844,4,32,19,10,2,11,31,39,74,0.527,10,25,0.4,35,42,0.833,6,42,23,5,4,14,24
TOR,15,2016-11-23,Away,HOU,W,115,102,43,88,0.489,12,23,0.522,17,21,0.81,15,38,28,14,7,14,15,38,78,0.487,14,42,0.333,12,12,1,11,39,29,6,7,26,22
TOR,16,2016-11-25,Away,MIL,W,105,99,38,82,0.463,14,32,0.438,15,19,0.789,11,38,18,3,5,9,17,40,79,0.506,12,29,0.414,7,12,0.583,7,38,26,4,2,11,19
TOR,17,2016-11-28,Home,PHI,W,122,95,42,77,0.545,13,19,0.684,25,31,0.806,8,42,22,11,8,12,14,36,86,0.419,14,34,0.412,9,13,0.692,12,38,27,9,4,14,21
TOR,18,2016-11-30,Home,MEM,W,120,105,38,69,0.551,16,32,0.5,28,33,0.848,10,43,23,7,4,18,25,36,82,0.439,11,27,0.407,22,26,0.846,12,30,16,13,1,14,25
TOR,19,2016-12-02,Home,LAL,W,113,80,45,83,0.542,12,29,0.414,11,13,0.846,7,44,25,8,5,10,18,32,93,0.344,6,26,0.231,10,17,0.588,19,46,16,6,2,16,18
TOR,20,2016-12-03,Home,ATL,W,128,84,53,92,0.576,13,24,0.542,9,11,0.818,12,48,28,14,7,12,17,35,88,0.398,7,28,0.25,7,14,0.5,13,38,21,7,5,18,13
TOR,21,2016-12-05,Home,CLE,L,112,116,38,88,0.432,13,32,0.406,23,27,0.852,10,33,22,8,5,7,22,40,84,0.476,14,32,0.438,22,27,0.815,13,48,21,4,3,14,21
TOR,22,2016-12-08,Home,MIN,W,124,110,43,87,0.494,12,27,0.444,26,33,0.788,16,42,25,5,5,8,19,45,88,0.511,9,28,0.321,11,15,0.733,16,43,19,3,1,13,26
TOR,23,2016-12-09,Away,BOS,W,101,94,34,82,0.415,9,20,0.45,24,27,0.889,8,50,12,9,2,11,22,31,83,0.373,17,42,0.405,15,22,0.682,8,46,24,5,4,13,18
TOR,24,2016-12-12,Home,MIL,W,122,100,42,81,0.519,14,25,0.56,24,28,0.857,14,46,26,7,2,14,18,42,89,0.472,4,24,0.167,12,17,0.706,12,37,27,8,3,11,20
TOR,25,2016-12-14,Away,PHI,W,123,114,41,87,0.471,10,29,0.345,31,36,0.861,15,39,21,9,3,9,20,43,86,0.5,9,29,0.31,19,25,0.76,14,43,29,5,4,14,27
TOR,26,2016-12-16,Home,ATL,L,121,125,47,86,0.547,10,21,0.476,17,26,0.654,8,28,20,7,5,9,27,46,86,0.535,11,25,0.44,22,32,0.688,15,44,26,6,6,14,22
TOR,27,2016-12-18,Away,ORL,W,109,79,43,87,0.494,7,27,0.259,16,21,0.762,10,47,20,10,7,10,16,34,83,0.41,3,21,0.143,8,9,0.889,10,42,13,5,3,19,17
TOR,28,2016-12-20,Home,BRK,W,116,104,42,91,0.462,8,18,0.444,24,31,0.774,12,48,19,13,9,13,21,36,91,0.396,10,35,0.286,22,28,0.786,14,52,20,9,5,16,23
TOR,29,2016-12-23,Away,UTA,W,104,98,43,81,0.531,8,21,0.381,10,15,0.667,5,36,12,12,4,10,19,35,79,0.443,10,27,0.37,18,21,0.857,9,40,21,7,2,16,16
TOR,30,2016-12-26,Away,POR,W,95,91,32,95,0.337,12,34,0.353,19,24,0.792,14,52,17,11,4,12,12,35,83,0.422,8,23,0.348,13,18,0.722,11,54,22,8,4,18,22
TOR,31,2016-12-28,Away,GSW,L,111,121,40,103,0.388,13,35,0.371,18,22,0.818,19,45,24,13,6,7,18,46,81,0.568,14,23,0.609,15,18,0.833,9,51,33,4,9,20,16
TOR,32,2016-12-29,Away,PHO,L,91,99,30,75,0.4,7,27,0.259,24,29,0.828,9,43,10,12,5,18,24,37,83,0.446,9,21,0.429,16,23,0.696,12,47,20,10,4,20,28
TOR,33,2017-01-01,Away,LAL,W,123,114,42,75,0.56,10,17,0.588,29,32,0.906,5,40,18,5,9,16,25,37,92,0.402,15,32,0.469,25,31,0.806,16,43,19,8,3,7,21
TOR,34,2017-01-03,Away,SAS,L,82,110,31,83,0.373,4,18,0.222,16,22,0.727,14,43,8,8,4,12,17,43,78,0.551,13,24,0.542,11,15,0.733,6,43,32,7,15,15,18
TOR,35,2017-01-05,Home,UTA,W,101,93,36,91,0.396,8,21,0.381,21,28,0.75,21,45,14,10,6,4,19,34,73,0.466,7,20,0.35,18,21,0.857,12,46,16,2,4,18,22
TOR,36,2017-01-07,Away,CHI,L,118,123,37,85,0.435,8,31,0.258,36,43,0.837,6,41,20,11,5,10,22,38,97,0.392,11,28,0.393,36,39,0.923,17,60,25,5,2,14,27
TOR,37,2017-01-08,Home,HOU,L,122,129,42,78,0.538,11,25,0.44,27,30,0.9,4,39,19,7,3,17,25,46,89,0.517,11,38,0.289,26,31,0.839,10,39,27,9,6,15,22
TOR,38,2017-01-10,Home,BOS,W,114,106,41,87,0.471,10,22,0.455,22,27,0.815,17,50,17,9,7,17,21,40,85,0.471,9,27,0.333,17,20,0.85,6,33,21,7,3,14,20
TOR,39,2017-01-13,Home,BRK,W,132,113,52,97,0.536,11,28,0.393,17,21,0.81,13,49,21,7,9,8,17,40,86,0.465,17,36,0.472,16,20,0.8,4,35,26,5,1,11,16
TOR,40,2017-01-15,Home,NYK,W,116,101,44,89,0.494,8,22,0.364,20,23,0.87,10,42,21,9,4,10,20,35,84,0.417,12,29,0.414,19,27,0.704,11,41,21,7,7,14,16
TOR,41,2017-01-17,Away,BRK,W,119,109,48,92,0.522,10,19,0.526,13,16,0.813,10,44,18,8,6,9,19,40,89,0.449,7,26,0.269,22,24,0.917,11,41,20,7,6,13,19
TOR,42,2017-01-18,Away,PHI,L,89,94,34,86,0.395,6,24,0.25,15,23,0.652,12,43,17,10,2,9,24,31,69,0.449,8,24,0.333,24,32,0.75,5,46,20,5,7,22,21
TOR,43,2017-01-20,Away,CHO,L,78,113,29,86,0.337,7,30,0.233,13,14,0.929,8,33,10,7,5,12,20,40,80,0.5,12,25,0.48,21,25,0.84,11,51,24,9,4,14,13
TOR,44,2017-01-22,Home,PHO,L,103,115,33,83,0.398,7,27,0.259,30,35,0.857,7,35,19,9,8,9,20,40,79,0.506,9,22,0.409,26,28,0.929,7,45,20,6,1,15,28
TOR,45,2017-01-24,Home,SAS,L,106,108,38,84,0.452,6,25,0.24,24,28,0.857,10,45,10,9,8,13,25,38,85,0.447,7,24,0.292,25,33,0.758,6,36,20,7,6,12,18
TOR,46,2017-01-25,Away,MEM,L,99,101,39,92,0.424,10,34,0.294,11,19,0.579,13,45,16,6,4,8,22,36,78,0.462,10,22,0.455,19,25,0.76,9,45,18,3,7,9,17
TOR,47,2017-01-27,Home,MIL,W,102,86,37,84,0.44,10,25,0.4,18,23,0.783,12,47,20,9,10,14,19,31,80,0.388,7,23,0.304,17,24,0.708,12,43,19,6,7,19,22
TOR,48,2017-01-29,Home,ORL,L,113,114,36,79,0.456,12,28,0.429,29,36,0.806,9,40,19,8,3,11,20,42,79,0.532,10,23,0.435,20,26,0.769,6,36,25,6,6,12,28
TOR,49,2017-01-31,Home,NOP,W,108,106,43,94,0.457,10,31,0.323,12,15,0.8,13,54,19,5,6,14,19,40,94,0.426,12,30,0.4,14,19,0.737,13,47,17,11,7,11,16
TOR,50,2017-02-01,Away,BOS,L,104,109,41,78,0.526,8,31,0.258,14,25,0.56,8,41,17,6,5,15,29,36,87,0.414,12,36,0.333,25,30,0.833,12,39,24,6,2,9,21
TOR,51,2017-02-03,Away,ORL,L,94,102,34,87,0.391,10,28,0.357,16,21,0.762,13,44,15,5,5,11,21,37,80,0.463,5,14,0.357,23,32,0.719,11,46,22,4,7,11,16
TOR,52,2017-02-05,Away,BRK,W,103,95,40,87,0.46,5,19,0.263,18,20,0.9,8,45,21,8,4,11,18,32,76,0.421,13,34,0.382,18,21,0.857,7,42,19,8,7,21,19
TOR,53,2017-02-06,Home,LAC,W,118,109,41,84,0.488,10,24,0.417,26,29,0.897,11,47,20,6,1,9,23,42,90,0.467,13,35,0.371,12,18,0.667,9,39,24,7,5,9,19
TOR,54,2017-02-08,Away,MIN,L,109,112,42,79,0.532,11,28,0.393,14,20,0.7,10,36,19,6,3,13,22,39,80,0.488,7,19,0.368,27,30,0.9,11,36,22,8,3,8,20
TOR,55,2017-02-12,Home,DET,L,101,102,38,75,0.507,8,16,0.5,17,25,0.68,6,38,18,4,5,9,18,36,84,0.429,8,31,0.258,22,29,0.759,11,41,12,8,5,7,18
TOR,56,2017-02-14,Away,CHI,L,94,105,35,77,0.455,5,20,0.25,19,24,0.792,8,34,15,9,1,16,26,35,73,0.479,7,17,0.412,28,35,0.8,7,37,22,8,5,17,23
TOR,57,2017-02-15,Home,CHO,W,90,85,32,84,0.381,12,32,0.375,14,19,0.737,8,46,19,8,4,14,13,32,76,0.421,13,38,0.342,8,9,0.889,5,44,21,9,6,17,18
TOR,58,2017-02-24,Home,BOS,W,107,97,40,81,0.494,5,15,0.333,22,29,0.759,10,41,15,7,4,9,21,33,78,0.423,12,38,0.316,19,22,0.864,7,36,19,4,3,11,21
TOR,59,2017-02-26,Home,POR,W,112,106,42,78,0.538,7,20,0.35,21,27,0.778,5,39,16,7,5,10,24,35,79,0.443,9,21,0.429,27,35,0.771,8,39,16,6,5,9,26
TOR,60,2017-02-27,Away,NYK,W,92,91,33,78,0.423,7,26,0.269,19,23,0.826,11,41,12,9,3,12,18,33,73,0.452,9,24,0.375,16,19,0.842,8,40,17,10,6,17,19
TOR,61,2017-03-01,Home,WAS,L,96,105,33,90,0.367,7,20,0.35,23,26,0.885,16,50,11,8,4,11,18,40,84,0.476,9,25,0.36,16,19,0.842,7,44,32,6,6,12,21
TOR,62,2017-03-03,Away,WAS,W,114,106,41,81,0.506,11,25,0.44,21,27,0.778,11,51,16,5,9,17,23,34,92,0.37,10,30,0.333,28,32,0.875,15,45,23,8,6,11,21
TOR,63,2017-03-04,Away,MIL,L,94,101,35,75,0.467,7,21,0.333,17,20,0.85,3,36,20,2,4,11,23,38,87,0.437,6,27,0.222,19,23,0.826,9,42,16,3,4,6,18
TOR,64,2017-03-08,Away,NOP,W,94,87,36,76,0.474,8,21,0.381,14,23,0.609,8,42,21,6,6,11,18,34,80,0.425,9,29,0.31,10,13,0.769,8,40,22,6,3,14,20
TOR,65,2017-03-10,Away,ATL,L,99,105,37,92,0.402,4,25,0.16,21,27,0.778,16,46,19,17,5,11,28,39,75,0.52,8,22,0.364,19,29,0.655,8,45,24,8,6,21,20
TOR,66,2017-03-11,Away,MIA,L,89,104,33,88,0.375,2,15,0.133,21,25,0.84,16,48,7,6,5,12,20,35,72,0.486,11,28,0.393,23,33,0.697,3,35,21,8,10,12,19
TOR,67,2017-03-13,Home,DAL,W,100,78,37,78,0.474,9,25,0.36,17,18,0.944,9,55,19,7,6,12,16,31,85,0.365,7,25,0.28,9,13,0.692,7,34,21,4,6,7,19
TOR,68,2017-03-16,Home,OKC,L,102,123,37,81,0.457,5,20,0.25,23,30,0.767,6,32,15,10,10,14,20,47,88,0.534,14,25,0.56,15,19,0.789,10,47,33,10,1,18,22
TOR,69,2017-03-17,Away,DET,W,87,75,30,78,0.385,9,27,0.333,18,20,0.9,8,53,19,5,2,12,21,29,83,0.349,3,20,0.15,14,21,0.667,12,49,14,5,5,12,17
TOR,70,2017-03-19,Home,IND,W,116,91,45,91,0.495,12,27,0.444,14,16,0.875,14,51,25,7,7,16,20,33,80,0.413,6,23,0.261,19,26,0.731,9,33,22,7,2,13,23
TOR,71,2017-03-21,Home,CHI,W,122,120,47,95,0.495,8,23,0.348,20,27,0.741,16,50,18,6,4,16,23,42,90,0.467,14,37,0.378,22,27,0.815,9,39,25,9,10,14,24
TOR,72,2017-03-23,Away,MIA,W,101,84,35,79,0.443,6,23,0.261,25,32,0.781,11,51,10,9,3,17,21,32,82,0.39,6,23,0.261,14,23,0.609,10,36,20,8,11,16,23
TOR,73,2017-03-25,Away,DAL,W,94,86,39,81,0.481,9,21,0.429,7,9,0.778,12,44,22,9,3,14,21,31,82,0.378,7,28,0.25,17,20,0.85,12,40,20,10,4,12,16
TOR,74,2017-03-27,Home,ORL,W,131,112,49,83,0.59,10,15,0.667,23,35,0.657,9,43,24,7,8,15,25,43,88,0.489,4,20,0.2,22,28,0.786,8,33,19,11,3,11,23
TOR,75,2017-03-29,Home,CHO,L,106,110,38,83,0.458,11,31,0.355,19,24,0.792,13,44,23,4,7,13,22,39,86,0.453,16,32,0.5,16,21,0.762,11,38,23,6,2,8,18
TOR,76,2017-03-31,Home,IND,W,111,100,37,82,0.451,14,27,0.519,23,35,0.657,16,53,23,7,5,14,23,36,87,0.414,11,26,0.423,17,21,0.81,12,42,19,7,4,13,21
TOR,77,2017-04-02,Home,PHI,W,113,105,46,85,0.541,6,19,0.316,15,19,0.789,10,37,25,12,9,15,19,36,80,0.45,11,36,0.306,22,25,0.88,13,37,25,8,5,19,20
TOR,78,2017-04-04,Away,IND,L,90,108,34,76,0.447,5,23,0.217,17,19,0.895,6,40,11,7,5,13,19,39,89,0.438,12,25,0.48,18,18,1,10,43,16,7,4,11,17
TOR,79,2017-04-05,Away,DET,W,105,102,41,87,0.471,10,30,0.333,13,15,0.867,7,36,29,7,2,11,14,42,81,0.519,7,21,0.333,11,18,0.611,12,45,22,5,4,14,21
TOR,80,2017-04-07,Home,MIA,W,96,94,35,85,0.412,9,20,0.45,17,24,0.708,12,44,14,10,4,15,24,33,83,0.398,8,23,0.348,20,29,0.69,14,44,16,10,5,19,21
TOR,81,2017-04-09,Away,NYK,W,110,97,40,77,0.519,10,31,0.323,20,23,0.87,5,41,20,8,1,10,14,37,82,0.451,9,28,0.321,14,15,0.933,6,36,27,6,1,11,18
TOR,82,2017-04-12,Away,CLE,W,98,83,40,86,0.465,8,26,0.308,10,16,0.625,12,48,20,8,2,8,20,28,76,0.368,10,37,0.27,17,24,0.708,10,42,20,5,7,15,14
UTA,1,2016-10-25,Away,POR,L,104,113,40,82,0.488,8,24,0.333,16,16,1,6,31,19,9,5,11,19,39,75,0.52,13,19,0.684,22,22,1,5,34,22,5,3,12,18
UTA,2,2016-10-28,Home,LAL,W,96,89,31,75,0.413,6,25,0.24,28,40,0.7,13,47,14,4,7,14,18,32,84,0.381,9,23,0.391,16,21,0.762,11,43,16,6,7,14,29
UTA,3,2016-10-30,Away,LAC,L,75,88,29,73,0.397,7,19,0.368,10,13,0.769,7,43,18,8,2,18,22,34,83,0.41,6,27,0.222,14,20,0.7,14,49,17,8,4,13,14
UTA,4,2016-11-01,Away,SAS,W,106,91,38,76,0.5,15,31,0.484,15,18,0.833,2,39,22,5,8,10,20,33,76,0.434,6,20,0.3,19,21,0.905,4,34,19,6,5,9,15
UTA,5,2016-11-02,Home,DAL,W,97,81,35,77,0.455,12,25,0.48,15,26,0.577,7,41,18,6,3,12,21,33,77,0.429,7,26,0.269,8,10,0.8,6,36,18,4,4,12,20
UTA,6,2016-11-04,Home,SAS,L,86,100,30,80,0.375,11,26,0.423,15,24,0.625,9,42,15,7,4,12,19,37,83,0.446,6,20,0.3,20,22,0.909,9,49,17,9,8,11,25
UTA,7,2016-11-06,Away,NYK,W,114,109,38,75,0.507,8,25,0.32,30,35,0.857,7,34,21,6,4,10,19,42,83,0.506,8,20,0.4,17,19,0.895,10,39,18,8,5,12,26
UTA,8,2016-11-07,Away,PHI,W,109,84,43,85,0.506,11,19,0.579,12,20,0.6,10,45,20,10,11,10,22,31,77,0.403,7,21,0.333,15,22,0.682,9,42,16,5,2,18,19
UTA,9,2016-11-09,Away,CHO,L,98,104,38,82,0.463,8,34,0.235,14,18,0.778,10,46,24,5,6,12,22,38,82,0.463,8,26,0.308,20,29,0.69,5,37,24,8,3,8,19
UTA,10,2016-11-11,Away,ORL,W,87,74,33,81,0.407,7,28,0.25,14,16,0.875,12,52,19,9,7,15,18,26,78,0.333,8,20,0.4,14,19,0.737,8,43,13,11,6,12,18
UTA,11,2016-11-12,Away,MIA,W,102,91,40,81,0.494,6,20,0.3,16,19,0.842,6,45,12,5,4,9,19,38,81,0.469,5,17,0.294,10,19,0.526,4,39,21,5,4,8,17
UTA,12,2016-11-14,Home,MEM,L,96,102,35,73,0.479,8,28,0.286,18,22,0.818,6,29,17,8,1,8,27,36,76,0.474,8,21,0.381,22,26,0.846,14,44,13,4,2,16,26
UTA,13,2016-11-17,Home,CHI,L,77,85,30,78,0.385,5,25,0.2,12,14,0.857,10,48,11,4,3,13,14,33,90,0.367,5,17,0.294,14,16,0.875,14,46,8,7,6,8,16
UTA,14,2016-11-19,Away,HOU,L,102,111,39,76,0.513,12,27,0.444,12,17,0.706,5,43,22,3,5,12,17,42,94,0.447,12,32,0.375,15,20,0.75,10,39,28,8,3,4,16
UTA,15,2016-11-20,Away,DEN,L,91,105,33,85,0.388,7,27,0.259,18,23,0.783,14,49,15,3,6,10,22,42,86,0.488,8,22,0.364,13,30,0.433,12,49,31,4,3,8,19
UTA,16,2016-11-23,Home,DEN,W,108,83,39,79,0.494,8,26,0.308,22,31,0.71,4,51,19,4,3,14,25,28,88,0.318,9,27,0.333,18,31,0.581,14,49,14,5,5,10,22
UTA,17,2016-11-25,Home,ATL,W,95,68,35,80,0.438,10,34,0.294,15,18,0.833,9,55,17,9,9,16,16,26,83,0.313,8,25,0.32,8,12,0.667,6,40,11,8,4,14,16
UTA,18,2016-11-28,Away,MIN,W,112,103,40,79,0.506,4,18,0.222,28,34,0.824,12,42,19,9,3,12,21,36,81,0.444,7,19,0.368,24,25,0.96,10,39,26,8,2,14,23
UTA,19,2016-11-29,Home,HOU,W,120,101,41,74,0.554,15,28,0.536,23,27,0.852,5,40,23,4,5,8,20,37,91,0.407,11,30,0.367,16,22,0.727,15,38,14,5,6,7,20
UTA,20,2016-12-01,Home,MIA,L,110,111,40,73,0.548,17,30,0.567,13,17,0.765,5,31,24,5,8,11,14,44,86,0.512,8,19,0.421,15,19,0.789,13,40,16,7,2,6,15
UTA,21,2016-12-03,Home,DEN,W,105,98,35,78,0.449,9,25,0.36,26,28,0.929,7,40,20,8,3,9,13,37,83,0.446,13,24,0.542,11,14,0.786,7,37,19,7,5,14,21
UTA,22,2016-12-05,Away,LAL,W,107,101,38,80,0.475,13,32,0.406,18,29,0.621,11,39,26,5,7,12,18,39,87,0.448,5,14,0.357,18,23,0.783,15,43,15,8,1,10,23
UTA,23,2016-12-06,Home,PHO,W,112,105,36,73,0.493,12,27,0.444,28,32,0.875,6,35,23,7,7,15,23,39,84,0.464,6,18,0.333,21,25,0.84,12,41,14,5,0,17,28
