"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000293, 1, 0.000293, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
71.509017, 0.262322, 71.527728, 1, 0.018711, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
357.329295, 0.195056, 367.298972, 2, 9.969677, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='16.78986014609721', n_clusters___KMeans='22', n_components___TSNE='2', perplexity___TSNE='52.161319039703756'
381.368589, 0.175731, 397.682831, 3, 16.314242, clustering_choice=''MiniBatchKMeans'', dim_reduction_choice=''FastICA'', algorithm___FastICA=''parallel'', batch_size___MiniBatchKMeans='346', fun___FastICA=''logcosh'', n_clusters___MiniBatchKMeans='15', n_components___FastICA='3', whiten___FastICA='True'
554.427398, 0.142645, 570.762650, 4, 16.335253, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='17.697859106482895', n_clusters___KMeans='14', n_components___TSNE='2', perplexity___TSNE='218.00182413665794'
1786.140574, 0.118259, 1849.257572, 5, 63.116999, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='8.630612561570489', n_clusters___KMeans='16', n_components___TSNE='2', perplexity___TSNE='136.6072882381796'
2023.333136, 0.115330, 2092.252649, 6, 68.919513, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='8.582482633761348', n_clusters___KMeans='17', n_components___TSNE='2', perplexity___TSNE='84.77566968016365'
2901.963977, 0.098079, 2985.630547, 7, 83.666570, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='8.896064698178312', n_clusters___KMeans='14', n_components___TSNE='2', perplexity___TSNE='97.33330950279783'
5051.445515, 0.097878, 5206.974981, 8, 155.529466, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='8.741477942142343', n_clusters___KMeans='14', n_components___TSNE='2', perplexity___TSNE='94.19839182203793'
6177.197762, 0.094473, 6379.128864, 9, 201.931102, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='10.506051101135208', n_clusters___KMeans='15', n_components___TSNE='2', perplexity___TSNE='109.48442166830434'
8556.332955, 0.092224, 8819.520429, 10, 263.187474, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='13.198309495964189', n_clusters___KMeans='15', n_components___TSNE='2', perplexity___TSNE='103.89706442428397'
