"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000302, 1, 0.000302, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
40.997327, 0.319415, 41.017472, 1, 0.020144, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
257.956764, 0.301400, 291.861178, 2, 33.904414, clustering_choice=''MiniBatchKMeans'', dim_reduction_choice=''IncrementalPCA'', batch_size___IncrementalPCA='440', batch_size___MiniBatchKMeans='140', n_clusters___MiniBatchKMeans='4', n_components___IncrementalPCA='2', whiten___IncrementalPCA='True'
738.986468, 0.292095, 809.357920, 3, 70.371452, clustering_choice=''MiniBatchKMeans'', dim_reduction_choice=''TSNE'', batch_size___MiniBatchKMeans='111', early_exaggeration___TSNE='12.788341456555695', n_clusters___MiniBatchKMeans='3', n_components___TSNE='2', perplexity___TSNE='27.598973664772824'
1112.280327, 0.214940, 1205.212576, 4, 92.932249, clustering_choice=''MiniBatchKMeans'', dim_reduction_choice=''TSNE'', batch_size___MiniBatchKMeans='114', early_exaggeration___TSNE='12.557947742393509', n_clusters___MiniBatchKMeans='2', n_components___TSNE='2', perplexity___TSNE='14.985106841455735'
2252.998861, 0.213090, 2498.432370, 5, 245.433510, clustering_choice=''MiniBatchKMeans'', dim_reduction_choice=''TSNE'', batch_size___MiniBatchKMeans='112', early_exaggeration___TSNE='17.26531308574863', n_clusters___MiniBatchKMeans='2', n_components___TSNE='2', perplexity___TSNE='14.848978216253785'
2597.840478, 0.209685, 2868.996921, 6, 271.156443, clustering_choice=''OPTICS'', dim_reduction_choice=''TSNE'', cluster_method___OPTICS=''xi'', early_exaggeration___TSNE='12.45709875558299', metric___OPTICS=''minkowski'', min_samples___OPTICS='246', n_components___TSNE='2', perplexity___TSNE='142.92366332101537'
3566.404462, 0.204683, 3911.508411, 7, 345.103949, clustering_choice=''MiniBatchKMeans'', dim_reduction_choice=''TSNE'', batch_size___MiniBatchKMeans='132', early_exaggeration___TSNE='10.406513683641084', n_clusters___MiniBatchKMeans='2', n_components___TSNE='2', perplexity___TSNE='48.86595970774041'
