"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000338, 1, 0.000338, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
47.794158, 0.334366, 47.812531, 1, 0.018373, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
136.951358, 0.082222, 137.488859, 2, 0.537501, clustering_choice=''GaussianMixture'', dim_reduction_choice=''TSNE'', covariance_type___GaussianMixture=''diag'', early_exaggeration___TSNE='10.259528498769093', init_params___GaussianMixture=''random'', n_components___GaussianMixture='72', n_components___TSNE='2', perplexity___TSNE='159.25949786473558', warm_start___GaussianMixture='True'
137.474702, 0.015823, 139.042070, 3, 1.567368, clustering_choice=''DBSCAN'', dim_reduction_choice=''IncrementalPCA'', batch_size___IncrementalPCA='22', eps___DBSCAN='4.87237949334927', min_samples___DBSCAN='54', n_components___IncrementalPCA='2', whiten___IncrementalPCA='False'
899.063081, 0.012172, 911.047050, 4, 11.983970, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='11.248475531795275', eps___DBSCAN='4.75846112571079', min_samples___DBSCAN='73', n_components___TSNE='2', perplexity___TSNE='274.9347902135699'
3573.557099, 0.011861, 3724.013356, 5, 150.456258, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='19.902500601363336', eps___DBSCAN='0.8321094174236962', min_samples___DBSCAN='61', n_components___TSNE='2', perplexity___TSNE='287.76155954083873'
