"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000322, 1, 0.000322, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
46.028133, 0.335071, 46.047833, 1, 0.019700, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
115.702894, 0.007117, 117.263509, 2, 1.560615, clustering_choice=''Birch'', dim_reduction_choice=''PCA'', branching_factor___Birch='429', n_clusters___Birch='23', n_components___PCA='3', svd_solver___PCA=''randomized'', whiten___PCA='False'
376.454322, 0.005472, 397.117197, 3, 20.662875, clustering_choice=''OPTICS'', dim_reduction_choice=''IncrementalPCA'', batch_size___IncrementalPCA='658', cluster_method___OPTICS=''xi'', metric___OPTICS=''euclidean'', min_samples___OPTICS='156', n_components___IncrementalPCA='2', whiten___IncrementalPCA='False'
1230.497610, 0.005463, 1312.490942, 4, 81.993331, clustering_choice=''DBSCAN'', dim_reduction_choice=''IncrementalPCA'', batch_size___IncrementalPCA='80', eps___DBSCAN='4.455585941459798', min_samples___DBSCAN='34', n_components___IncrementalPCA='2', whiten___IncrementalPCA='False'
3926.080939, 0.005438, 4236.047669, 5, 309.966730, clustering_choice=''Birch'', dim_reduction_choice=''IncrementalPCA'', batch_size___IncrementalPCA='238', branching_factor___Birch='239', n_clusters___Birch='13', n_components___IncrementalPCA='2', whiten___IncrementalPCA='False'
