"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000329, 1, 0.000329, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
50.986616, 0.330494, 51.004979, 1, 0.018363, clustering_choice=''KMeans'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='12.0', n_clusters___KMeans='5', n_components___TSNE='2', perplexity___TSNE='30.0'
142.449915, 0.078979, 142.979640, 2, 0.529725, clustering_choice=''GaussianMixture'', dim_reduction_choice=''TSNE'', covariance_type___GaussianMixture=''diag'', early_exaggeration___TSNE='10.259528498769093', init_params___GaussianMixture=''random'', n_components___GaussianMixture='72', n_components___TSNE='2', perplexity___TSNE='159.25949786473558', warm_start___GaussianMixture='True'
142.764704, 0.022464, 144.227986, 3, 1.463282, clustering_choice=''DBSCAN'', dim_reduction_choice=''IncrementalPCA'', batch_size___IncrementalPCA='22', eps___DBSCAN='4.87237949334927', min_samples___DBSCAN='54', n_components___IncrementalPCA='2', whiten___IncrementalPCA='False'
584.685452, 0.012790, 592.617350, 4, 7.931899, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='6.04932175426823', eps___DBSCAN='3.5696595993399205', min_samples___DBSCAN='33', n_components___TSNE='2', perplexity___TSNE='280.7650897565968'
3759.889510, 0.012402, 3931.315871, 5, 171.426361, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='9.03713811197164', eps___DBSCAN='1.0296873735183372', min_samples___DBSCAN='55', n_components___TSNE='2', perplexity___TSNE='279.79527486313737'
5906.977075, 0.011108, 6141.860368, 6, 234.883294, clustering_choice=''DBSCAN'', dim_reduction_choice=''TSNE'', early_exaggeration___TSNE='11.555912619872334', eps___DBSCAN='0.8420021131995228', min_samples___DBSCAN='21', n_components___TSNE='2', perplexity___TSNE='292.03224871346094'
